time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-30T02:43:58.000Z,9.8989,126.045,74.47,5.1,mb,,88,2.848,0.87,us,us10007w4d,2017-01-30T03:03:30.363Z,"6km ENE of Libas, Philippines",earthquake,9.1,6.9,0.046,156,reviewed,us,us
2017-01-30T02:27:52.840Z,48.611,-123.0718333,14.62,2.81,ml,27,78,0.07586,0.28,uw,uw61247496,2017-01-30T17:30:26.749Z,"9km NNW of Friday Harbor, Washington",earthquake,0.42,0.91,0.19,19,reviewed,uw,uw
2017-01-30T02:20:31.701Z,38.3528,-118.9235,8.9,0.8,ml,5,180,0.311,0.0505,nn,nn00576208,2017-01-30T17:23:07.696Z,"28km ENE of Bridgeport, California",earthquake,,27.1,0,1,reviewed,nn,nn
2017-01-30T02:12:18.370Z,47.6023,152.5599,125.2,4.6,mb,,162,6.68,0.55,us,us10007w49,2017-01-30T02:50:50.040Z,Kuril Islands,earthquake,8.9,6.4,0.044,153,reviewed,us,us
2017-01-30T02:09:30.180Z,63.2431,-150.5233,133.2,1.6,ml,,,,0.2,ak,ak15176317,2017-01-30T02:15:02.255Z,"80km W of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-30T02:06:26.870Z,38.840332,-122.8296661,2.72,1.6,md,24,56,0.004868,0.06,nc,nc72757800,2017-01-30T02:24:01.925Z,"9km WNW of Cobb, California",earthquake,0.28,0.55,0.13,8,automatic,nc,nc
2017-01-30T02:02:34.300Z,37.6771667,-113.2686667,8.04,0.9,ml,5,154,0.1468,0.09,uu,uu60183582,2017-01-30T17:18:43.550Z,"18km W of Cedar City, Utah",earthquake,0.47,1.49,0.002,2,reviewed,uu,uu
2017-01-30T01:50:38.700Z,37.9674988,-122.0329971,12.66,1.55,md,15,106,0.06082,0.06,nc,nc72757795,2017-01-30T02:06:01.880Z,"1km S of Concord, California",earthquake,0.38,1.23,0.13,12,automatic,nc,nc
2017-01-30T01:46:35.510Z,36.671,-89.5156667,14.29,2.25,md,38,50,0.057,0.08,nm,nm60173676,2017-01-30T15:57:51.470Z,"9km N of New Madrid, Missouri",earthquake,0.25,0.29,0.118,21,reviewed,nm,nm
2017-01-30T01:44:44.640Z,35.5635,-118.3216667,1.61,1.07,ml,19,151,0.1336,0.12,ci,ci37575527,2017-01-30T21:28:09.352Z,"15km ESE of Lake Isabella, CA",earthquake,0.24,0.27,0.104,10,reviewed,ci,ci
2017-01-30T01:31:20.392Z,35.9478,-116.7527,0,0.6,ml,5,251.41,0.096,0.0849,nn,nn00576213,2017-01-30T18:34:02.656Z,"62km ENE of Searles Valley, California",earthquake,,0,0.1,2,reviewed,nn,nn
2017-01-30T01:16:11.193Z,36.8979,-115.9016,12.4,0.5,ml,21,209.68,0.072,0.1056,nn,nn00576152,2017-01-30T15:32:53.139Z,"76km N of Pahrump, Nevada",earthquake,,0.9,0.25,10,reviewed,nn,nn
2017-01-30T01:14:17.660Z,37.099,-121.5538333,-0.31,0.66,md,6,143,0.08448,0.16,nc,nc72757785,2017-01-30T21:52:40.818Z,"5km ENE of San Martin, California",earthquake,0.89,1.82,0.169,6,reviewed,nc,nc
2017-01-30T01:10:29.590Z,38.8045006,-122.7348328,2.07,1.25,md,14,95,0.01596,0.03,nc,nc72757780,2017-01-30T01:28:02.799Z,"2km SSW of Cobb, California",earthquake,0.29,0.79,0.21,5,automatic,nc,nc
2017-01-30T00:54:59.500Z,36.3396667,-118.0103333,-0.07,1.77,ml,24,73,0.1148,0.15,ci,ci37575519,2017-01-30T21:21:11.144Z,"6km N of Olancha, CA",earthquake,0.22,0.61,0.111,29,reviewed,ci,ci
2017-01-30T00:52:47.170Z,32.8615,-116.2015,7.16,1.4,ml,35,69,0.112,0.2,ci,ci37575511,2017-01-30T21:45:08.090Z,"24km NW of Ocotillo, CA",earthquake,0.24,0.86,0.143,30,reviewed,ci,ci
2017-01-30T00:50:43.234Z,36.636,-117.6972,2.9,0.5,ml,8,208.48,0.585,0.17,nn,nn00576205,2017-01-30T17:13:41.804Z,"32km E of Lone Pine, California",earthquake,,6,0.08,4,reviewed,nn,nn
2017-01-30T00:44:41.310Z,47.9616667,-114.8981667,-0.07,1.09,ml,10,137,0.133,0.1,mb,mb80198124,2017-01-30T21:53:14.410Z,"50km WSW of Kalispell, Montana",earthquake,0.46,1.34,0.219,3,reviewed,mb,mb
2017-01-30T00:44:21.280Z,36.0195,-117.7983333,1.29,0.3,ml,10,129,0.02741,0.09,ci,ci37575503,2017-01-30T18:45:01.238Z,"13km NE of Little Lake, CA",earthquake,0.19,0.21,0.305,6,reviewed,ci,ci
2017-01-30T00:32:12.600Z,35.903,-117.9181667,7.11,0.66,ml,10,132,0.06145,0.05,ci,ci37575495,2017-01-30T19:15:26.137Z,"4km SSW of Little Lake, CA",earthquake,0.27,0.63,0.242,4,reviewed,ci,ci
2017-01-30T00:17:15.000Z,37.4866667,-118.8346667,3.89,0.6,md,11,247,0.1033,0.04,nc,nc72757760,2017-01-30T21:47:39.027Z,"21km SE of Mammoth Lakes, California",earthquake,0.55,1.73,0.292,10,reviewed,nc,nc
2017-01-30T00:14:36.990Z,44.6928333,-112.502,7.91,1.35,ml,14,65,0.126,0.13,mb,mb80198069,2017-01-30T16:46:02.880Z,"9km NE of Lima, Montana",earthquake,0.32,1.46,0.084,3,reviewed,mb,mb
2017-01-30T00:14:11.620Z,66.1366,-149.2039,5,2.5,ml,,,,0.65,ak,ak15176308,2017-01-30T00:21:31.680Z,"132km SSE of Coldfoot, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-30T00:14:06.185Z,65.013,-147.2976,8.3,1.9,ml,,,,0.8,ak,ak15176306,2017-01-30T00:28:23.318Z,"26km NNE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-30T00:08:59.460Z,33.5063333,-116.484,14.69,0.51,ml,10,192,0.09944,0.07,ci,ci37575487,2017-01-30T18:42:29.124Z,"18km ESE of Anza, CA",earthquake,0.37,0.65,0.082,4,reviewed,ci,ci
2017-01-29T23:35:37.990Z,19.2377,145.4798,180.56,4.8,mb,,99,8.387,0.79,us,us10007w3w,2017-01-29T23:53:53.040Z,"55km NNW of Agrihan, Northern Mariana Islands",earthquake,9.9,6,0.047,139,reviewed,us,us
2017-01-29T23:31:49.390Z,34.4166667,-116.5055,7.89,1.33,ml,27,82,0.1019,0.18,ci,ci37575479,2017-01-30T19:30:33.248Z,"34km NNW of Yucca Valley, CA",earthquake,0.35,0.91,0.176,26,reviewed,ci,ci
2017-01-29T23:27:04.020Z,44.7656667,-111.187,11.64,0.16,md,6,161,0.01625,0.21,uu,uu60183572,2017-01-30T17:09:55.290Z,"13km NNW of West Yellowstone, Montana",earthquake,1.29,1.14,0.117,4,reviewed,uu,uu
2017-01-29T23:18:51.452Z,38.4072,-118.9399,9.9,0.5,ml,6,290.91,0.145,0.1461,nn,nn00576160,2017-01-30T02:01:23.716Z,"30km WSW of Hawthorne, Nevada",earthquake,,9.8,0.38,4,reviewed,nn,nn
2017-01-29T23:13:14.383Z,38.411,-118.9317,8,0.5,ml,5,289.84,0.138,0.1704,nn,nn00576159,2017-01-30T01:58:18.751Z,"29km WSW of Hawthorne, Nevada",earthquake,,9.6,0.26,2,reviewed,nn,nn
2017-01-29T23:10:37.333Z,38.4277,-118.9026,7.1,0.9,ml,11,86.61,0.111,0.1318,nn,nn00576156,2017-01-30T01:58:18.227Z,"26km WSW of Hawthorne, Nevada",earthquake,,3.7,0.12,2,reviewed,nn,nn
2017-01-29T23:09:00.290Z,36.6838,-98.4093,5,2.6,mb_lg,,58,0.199,0.56,us,us10007w3n,2017-01-29T23:38:21.040Z,"9km SSW of Cherokee, Oklahoma",earthquake,1.2,1.9,0.089,33,reviewed,us,us
2017-01-29T23:08:22.120Z,46.856,-121.7593333,1.2,0.45,ml,8,84,0.02364,0.07,uw,uw61247486,2017-01-30T01:19:54.130Z,"28km NNW of Packwood, Washington",earthquake,0.37,0.9,0.102,5,reviewed,uw,uw
2017-01-29T22:57:26.730Z,33.6646667,-116.7273333,13.88,0.56,ml,18,92,0.04766,0.16,ci,ci37575455,2017-01-30T19:10:33.329Z,"8km S of Idyllwild, CA",earthquake,0.43,0.69,0.212,17,reviewed,ci,ci
2017-01-29T22:51:19.480Z,38.7996674,-122.7710037,1.4,0.73,md,9,122,0.01472,0.02,nc,nc72757730,2017-01-29T23:16:02.415Z,"2km NNW of The Geysers, California",earthquake,0.52,1.21,0.2,2,automatic,nc,nc
2017-01-29T22:49:18.170Z,38.8348351,-122.8470001,0.38,0.45,md,7,191,0.009742,0.02,nc,nc72757725,2017-01-29T23:04:03.397Z,"10km W of Cobb, California",earthquake,0.45,2.05,0.14,2,automatic,nc,nc
2017-01-29T22:29:50.098Z,38.4221,-118.9092,6.8,1.9,ml,22,59.03,0.118,0.1518,nn,nn00576139,2017-01-30T01:43:15.030Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.6,0.4,12,reviewed,nn,nn
2017-01-29T22:20:22.891Z,38.3831,-118.888,7.7,0.9,ml,8,227.45,0.121,0.1677,nn,nn00576154,2017-01-30T01:36:27.027Z,"27km SW of Hawthorne, Nevada",earthquake,,3.8,0.49,5,reviewed,nn,nn
2017-01-29T22:10:12.270Z,49.4071667,-120.5198333,-0.51,2.02,ml,7,241,0.5909,0.18,uw,uw61247481,2017-01-30T02:41:40.940Z,"5km S of Princeton, Canada",explosion,2.42,31.61,0.099,7,reviewed,uw,uw
