time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-23T22:25:33.515Z,38.4329,-118.9038,9.1,0.9,ml,9,175.03,0.357,0.161,nn,nn00575242,2017-01-23T23:10:35.762Z,"26km WSW of Hawthorne, Nevada",earthquake,,3,0.5,3,reviewed,nn,nn
2017-01-23T21:56:58.650Z,34.0196667,-117.2315,11.91,1.17,ml,30,65,0.09167,0.13,ci,ci37572759,2017-01-24T00:11:30.787Z,"4km SE of Loma Linda, CA",earthquake,0.21,0.51,0.121,18,reviewed,ci,ci
2017-01-23T21:53:13.250Z,38.5605011,-122.3361664,1.81,1.88,md,7,106,0.1374,0.03,nc,nc72755560,2017-01-23T22:50:02.543Z,"10km E of Angwin, California",earthquake,0.42,8.11,0.18,6,automatic,nc,nc
2017-01-23T21:49:13.580Z,38.8236656,-122.8583298,1.97,1.06,md,13,102,0.01818,0.05,nc,nc72755550,2017-01-23T22:39:03.529Z,"10km WNW of The Geysers, California",earthquake,0.34,0.42,0.18,5,automatic,nc,nc
2017-01-23T21:47:20.640Z,37.557,-89.9018333,2.03,2.12,md,35,191,0.3234,0.13,nm,nm60172791,2017-01-24T07:39:20.552Z,"18km S of Perryville, Missouri",earthquake,0.4,13.67,0.129,16,reviewed,nm,nm
2017-01-23T21:45:47.400Z,36.7194,-116.3195,5.1,0,ml,11,68.16,0.076,0.1235,nn,nn00575255,2017-01-23T23:29:24.017Z,"44km ESE of Beatty, Nevada",earthquake,,3.1,0.33,4,reviewed,nn,nn
2017-01-23T21:27:44.165Z,36.7195,-116.3274,6.6,0.2,ml,8,105.12,0.075,0.1478,nn,nn00575253,2017-01-23T23:23:02.899Z,"43km ESE of Beatty, Nevada",earthquake,,3.1,0.05,2,reviewed,nn,nn
2017-01-23T21:26:55.540Z,46.196,-122.1626667,4.09,-0.63,md,6,165,0.01985,0.15,uw,uw61230067,2017-01-23T22:54:05.420Z,"38km NE of Amboy, Washington",earthquake,0.95,2.05,,1,reviewed,uw,uw
2017-01-23T21:21:09.210Z,36.7668,-98.0608,4.53,2.8,mb_lg,,37,0.125,0.34,us,us10007v2h,2017-01-24T05:37:04.748Z,"26km E of Cherokee, Oklahoma",earthquake,1,4.3,0.086,35,reviewed,us,us
2017-01-23T21:17:30.500Z,18.356,-66.2088,112,3.1,Md,6,180,0.34495307,0.27,pr,pr17023009,2017-01-24T00:01:11.447Z,"1km SSE of Pajaros, Puerto Rico",earthquake,4.4,1.8,0,3,reviewed,pr,pr
2017-01-23T21:10:57.740Z,33.2515,-115.6551667,6.14,1.52,ml,21,147,0.07346,0.24,ci,ci37572743,2017-01-23T21:42:36.988Z,"13km W of Niland, CA",earthquake,0.76,1.62,0.224,9,reviewed,ci,ci
2017-01-23T20:59:54.040Z,34.5141667,-118.5255,8.12,1.19,ml,18,91,0.105,0.19,ci,ci37572735,2017-01-23T21:11:54.274Z,"8km NNE of Valencia, CA",earthquake,0.33,1.61,0.14,14,reviewed,ci,ci
2017-01-23T20:53:53.850Z,44.6176667,-110.3795,4.35,2.91,ml,27,65,0.05447,0.14,uu,uu60182562,2017-01-23T21:11:40.090Z,"39km ENE of Old Faithful Geyser, Wyoming",earthquake,0.27,0.59,0.422,6,reviewed,uu,uu
2017-01-23T20:48:16.040Z,2.8283,95.5623,22.67,5,mb,,180,2.518,1.02,us,us10007v1e,2017-01-23T21:07:14.040Z,"98km WNW of Sinabang, Indonesia",earthquake,10.3,3.8,0.12,22,reviewed,us,us
2017-01-23T20:47:48.160Z,19.4223333,-155.6071667,2.922,0.6,md,8,119,0.02741,0.11,hv,hv61575561,2017-01-24T03:09:59.950Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.5,0.64,0.069,5,reviewed,hv,hv
2017-01-23T20:33:08.420Z,44.6113333,-110.38,5.22,1.99,ml,13,67,0.04829,0.07,uu,uu60182552,2017-01-23T21:08:15.800Z,"39km ENE of Old Faithful Geyser, Wyoming",earthquake,0.31,0.82,0.246,3,reviewed,uu,uu
